,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
361,Princeton,90,US,1551836758,66,41.37,-89.46,17.006,8.2
362,Walvis Bay,100,NA,1551834138,88,-22.95,14.51,66.2,3.1
363,Barcelos,75,PT,1551836828,93,41.53,-8.62,57.2,9.8
364,Manakara,92,MG,1551837070,100,-22.14,48.01,74.624,2.32
365,Darnah,0,LY,1551837070,100,32.77,22.64,59.954,5.12
366,Adelaide,75,AU,1551837055,55,-34.93,138.6,69.008,8.2
367,Lake City,90,US,1551837030,51,38.03,-107.32,37.994,1.97
368,Bocaiuva,48,BR,1551837071,95,-17.12,-43.81,64.814,1.07
369,Polewali,80,ID,1551837072,86,-4.03,119.8,83.26400000000001,2.02
370,Vanimo,88,PG,1551837072,100,-2.67,141.3,82.004,4.02
371,Derzhavinsk,92,KZ,1551837072,94,51.1,66.31,28.796,4.72
372,Sibolga,0,ID,1551836722,88,1.74,98.78,77.72,1.17
373,Abu Dhabi,0,AE,1551834000,82,24.47,54.37,59.0,1.5
374,Mitsamiouli,92,KM,1551837073,97,-11.38,43.28,83.084,4.32
375,Adendorf,0,AT,1551836785,94,47.11,14.38,33.008,0.5
376,Fengzhen,0,CN,1551837073,57,40.43,113.15,30.326,2.77
377,Iquique,0,CL,1551834000,64,-20.22,-70.14,71.6,5.7
378,Pingliang,64,CN,1551836860,32,35.54,106.68,57.002,1.77
379,Cooma,90,AU,1551835260,55,-36.24,149.13,64.4,8.2
380,Teahupoo,40,PF,1551836587,62,-17.83,-149.27,87.80000000000001,3.1
381,Namibe,68,AO,1551836754,100,-15.19,12.15,78.224,0.92
382,Kisangani,0,CD,1551837074,96,0.52,25.21,71.654,0.97
383,Alofi,75,NU,1551837600,70,-19.06,-169.92,84.2,8.7
384,Nakusp,0,CA,1551837070,73,50.24,-117.8,10.219999999999999,0.77
385,La Palma,64,CO,1551837075,98,5.36,-74.39,68.0,1.17
386,Sinnamary,88,GF,1551837075,100,5.38,-52.96,76.60400000000001,4.47
387,Makakilo City,90,US,1551837049,50,21.35,-158.09,78.80000000000001,4.6
388,Coihaique,20,CL,1551835440,93,-45.58,-72.07,50.0,2.1
389,Kulaman,0,PH,1551837075,44,6.46,124.09,88.48400000000001,1.27
390,Mecca,0,SA,1551837075,75,21.43,39.83,46.903999999999996,2.12
391,Puerto Escondido,40,MX,1551832800,69,15.86,-97.07,82.4,5.37
392,Smidovich,0,RU,1551837076,30,48.6,133.81,31.136,3.42
393,Brae,12,GB,1551833400,60,60.4,-1.35,39.2,6.7
394,Sorland,88,NO,1551836713,100,67.67,12.69,36.14,12.02
395,Sitka,0,US,1551836728,61,37.17,-99.65,23.0,0.45
396,Haapiti,40,PF,1551836587,62,-17.57,-149.87,87.80000000000001,3.1
397,Payakumbuh,56,ID,1551837077,81,-0.23,100.63,79.78999999999999,1.22
398,Braedstrup,80,DK,1551836932,100,55.97,9.61,42.007999999999996,2.6
399,Belmonte,92,PT,1551836758,92,40.36,-7.35,50.0,2.24
400,Dourbali,0,TD,1551837077,31,11.81,15.86,74.174,4.67
401,Cairns,48,AU,1551837029,66,-16.92,145.77,93.00200000000001,4.1
402,Mount Pleasant,1,US,1551836882,37,33.16,-94.97,37.4,2.1
403,Masallatah,0,LY,1551837078,73,32.62,14.0,35.744,1.17
404,Tirat Karmel,36,IL,1551836777,92,32.76,34.97,51.008,5.92
405,Dicabisagan,0,PH,1551837078,87,17.08,122.42,80.024,2.37
406,Dakar,0,SN,1551834000,64,14.69,-17.45,68.0,10.3
407,Vanavara,44,RU,1551837079,60,60.35,102.28,23.990000000000002,4.92
408,Novoagansk,64,RU,1551837079,73,61.94,76.66,15.655999999999999,3.32
409,Malpura,0,IN,1551837079,53,26.29,75.37,61.06999999999999,1.82
410,Uaua,44,BR,1551837079,91,-9.84,-39.48,72.5,3.57
411,Kaeo,44,NZ,1551836286,65,-35.1,173.78,73.994,2.24
412,Dickinson,1,US,1551836364,56,46.88,-102.79,12.2,6.7
413,Japura,64,ID,1551837079,88,-0.42,102.29,77.95400000000001,1.07
414,Sao Sebastiao,0,BR,1551836841,77,-3.15,-58.36,81.05000000000001,2.67
415,Ca Mau,68,VN,1551836987,79,9.18,105.15,81.77,1.82
416,Antalaha,36,MG,1551836864,94,-14.9,50.28,76.37,1.22
417,Umm Lajj,0,SA,1551836673,100,25.02,37.27,56.623999999999995,4.67
418,Taoudenni,0,ML,1551837080,29,22.68,-3.98,49.514,3.07
419,Klyuchi,24,RU,1551837080,85,52.25,79.17,18.086,3.92
420,Nadym,0,RU,1551837080,65,65.53,72.51,-4.180000000000007,3.72
421,Fortuna,75,ES,1551837032,87,38.18,-1.13,59.0,1.17
422,Jeremie,12,HT,1551837081,96,18.65,-74.12,77.324,1.77
423,Maraba,0,BR,1551834000,100,-5.35,-49.1,78.80000000000001,1.17
424,Dobris,20,CZ,1551837073,89,49.78,14.17,37.4,5.1
425,Jacareacanga,68,BR,1551837014,93,-6.22,-57.76,74.75,1.52
426,Helmsdale,0,GB,1551836708,95,58.12,-3.65,39.2,2.6
427,Castlemaine,92,IE,1551837082,100,52.17,-9.7,44.114000000000004,1.77
428,Pisco,75,PE,1551834000,78,-13.71,-76.2,73.4,9.3
429,Arman,12,RU,1551837082,65,59.7,150.17,11.84,1.82
430,Nsanje,92,MZ,1551837082,97,-16.92,35.26,72.554,5.27
431,Lima,0,PE,1551836704,73,-12.06,-77.04,75.2,5.7
432,Colomi,75,BO,1551834000,56,-17.34,-65.87,68.0,3.1
433,Salamiyah,88,SY,1551837083,99,35.01,37.05,45.734,1.52
434,Mbuji-Mayi,36,CD,1551837083,91,-6.13,23.6,68.414,1.37
435,Chatra,40,IN,1551834000,93,24.21,84.87,59.0,1.5
436,Utica,90,US,1551837014,78,43.1,-75.23,17.006,2.6
437,Dmitriyevka,92,GE,1551837083,87,43.08,41.0,30.29,0.87
438,Cassilandia,12,BR,1551837083,93,-19.11,-51.73,67.60400000000001,1.22
439,Apatfalva,68,HU,1551836916,80,46.17,20.58,42.007999999999996,5.1
440,Tilichiki,32,RU,1551837084,88,60.47,166.1,17.906,1.67
441,Waitati,0,NZ,1551837084,56,-45.75,170.57,76.874,1.42
442,Bad Schwartau,0,DE,1551837036,96,53.92,10.7,37.004,2.1
443,Kem,0,UG,1551837084,92,2.68,33.77,59.540000000000006,1.22
444,Santa Helena de Goias,8,BR,1551837084,90,-17.81,-50.6,68.054,1.27
445,Nisia Floresta,20,BR,1551834000,88,-6.09,-35.21,78.80000000000001,1.5
446,Tuatapere,0,NZ,1551837085,60,-46.13,167.69,69.494,6.62
447,Shelabolikha,0,RU,1551834000,92,53.41,82.62,15.8,3.0
448,Tazmalt,0,DZ,1551834000,93,36.39,4.4,51.8,4.6
449,Poum,0,MK,1551837085,87,41.28,20.71,25.826,0.82
450,Nova Aurora,44,BR,1551837086,91,-18.06,-48.26,66.2,0.72
451,La Asuncion,56,EC,1551836677,92,-1.64,-78.74,48.524,0.72
452,Carballo,80,ES,1551837072,82,43.21,-8.69,57.002,10.3
453,Wajima,75,JP,1551834000,46,37.4,136.9,53.6,3.1
454,Minab,0,IR,1551834000,93,27.15,57.07,57.2,0.5
455,Inuvik,20,CA,1551834000,57,68.36,-133.71,17.6,1.0
456,Caravelas,76,BR,1551837086,100,-17.73,-39.27,83.12,5.72
457,Balikpapan,20,ID,1551834000,74,-1.24,116.86,84.2,3.6
458,Cortes,80,PH,1551837087,99,9.28,126.19,74.53399999999999,1.72
459,Kidal,0,ML,1551837087,30,18.44,1.41,48.650000000000006,1.57
460,Santa Isabel,75,CO,1551834000,100,4.71,-75.1,73.4,2.1
461,Oranjemund,0,ZA,1551836805,93,-28.55,16.43,62.924,4.37
462,Oussouye,8,SN,1551837088,74,12.49,-16.54,68.144,6.37
463,Aksarayskiy,40,RU,1551834000,100,46.79,48.01,33.8,3.0
464,Trairi,48,BR,1551837088,100,-3.28,-39.27,79.304,3.67
465,Praia,76,BR,1551837088,96,-20.25,-43.81,62.924,0.42
466,Andros Town,0,BS,1551836781,83,24.73,-77.79,77.0,4.82
467,Trinidad,0,UY,1551837089,85,-33.52,-56.9,67.964,4.12
468,Tomatlan,0,MX,1551837089,90,19.93,-105.25,66.614,1.22
469,Batagay-Alyta,0,RU,1551837089,76,67.8,130.41,0.5899999999999999,1.62
470,Oranjestad,20,AW,1551834000,78,12.52,-70.03,78.80000000000001,8.2
471,Boskovice,0,CZ,1551837040,86,49.49,16.66,35.996,2.6
472,Molchanovo,24,RU,1551837089,82,57.58,83.76,13.136,4.02
473,Khani,0,GE,1551834000,76,41.96,42.96,39.2,3.1
474,Zeliezovce,0,SK,1551837038,80,48.05,18.65,44.006,4.12
475,Akdepe,0,TM,1551834000,80,42.05,59.39,39.2,3.1
476,Baykit,32,RU,1551837090,70,61.68,96.39,17.186,5.02
477,Kurumkan,0,RU,1551837090,72,54.33,110.32,19.796,0.77
478,Bol,0,TD,1551837090,25,13.47,14.72,72.554,4.92
479,Port-Gentil,48,GA,1551837091,100,-0.72,8.78,78.134,1.22
480,Alekseyevsk,88,RU,1551837091,82,57.84,108.35,27.59,3.47
481,Pimentel,68,BR,1551836805,95,-3.7,-45.5,74.75,1.17
482,Kushima,75,JP,1551835927,93,31.5,131.29,55.004,3.1
483,Beyneu,0,KZ,1551836749,68,45.32,55.19,25.916,1.32
484,Gao,0,ML,1551837091,42,16.28,-0.04,56.264,1.52
485,Kimbe,44,PG,1551837092,94,-5.56,150.15,84.47,1.72
486,Lata,0,IN,1551837092,74,30.78,78.62,37.04,0.97
487,Ormara,0,PK,1551836739,94,25.21,64.64,65.30000000000001,3.47
488,Saurimo,12,AO,1551837092,96,-9.66,20.4,64.67,1.97
489,Kantunilkin,75,MX,1551836587,78,21.1,-87.49,78.80000000000001,2.1
490,Bubaque,0,GW,1551836640,98,11.28,-15.83,76.1,2.97
491,Grand Gaube,40,MU,1551834000,78,-20.01,57.66,78.80000000000001,5.37
492,Kurbnesh,0,AL,1551837000,87,41.77,20.09,46.4,1.0
493,Algiers,1,US,1551837081,42,29.94,-90.04,50.0,4.6
494,Farafangana,92,MG,1551837093,100,-22.82,47.83,74.98400000000001,4.47
495,Plover,1,US,1551837054,60,44.46,-89.54,10.399999999999999,2.6
496,Christchurch,0,NZ,1551837004,50,-43.53,172.64,84.00200000000001,4.6
497,Gat,0,SN,1551834000,64,14.69,-16.54,68.0,10.3
498,Gbarnga,0,LR,1551837094,81,7.0,-9.47,75.524,3.87
499,Ilhabela,8,BR,1551837094,97,-23.78,-45.36,82.274,3.87
500,Mumford,20,GH,1551837094,92,5.26,-0.76,79.304,4.12
501,Russkoye,48,RU,1551837094,74,43.83,44.56,27.716,1.22
502,Aktau,0,KZ,1551834000,92,43.65,51.16,26.6,3.0
503,Muravlenko,0,RU,1551837095,67,63.79,74.5,-1.1739999999999995,4.12
504,Forbes,92,AU,1551836424,62,-33.38,148.01,71.006,0.89
505,Ishikawa,75,JP,1551836742,66,37.14,140.45,51.998000000000005,4.6
506,Eureka,90,US,1551837004,100,40.8,-124.16,50.0,2.77
507,Mayumba,88,GA,1551836751,100,-3.44,10.65,76.874,0.47
508,Khandbari,56,NP,1551836682,69,27.38,87.21,26.689999999999998,0.37
509,Kiunga,68,PG,1551837096,74,-6.12,141.3,85.64,1.32
510,Celestun,24,MX,1551837096,100,20.87,-90.4,76.154,12.92
511,Kenora,1,CA,1551836568,60,49.76,-94.48,8.599999999999998,2.6
512,La Roche-sur-Yon,92,FR,1551837089,66,46.67,-1.43,55.400000000000006,5.7
513,Ludvika,76,SE,1551837007,84,60.15,15.18,15.008,1.5
514,Kihei,75,US,1551837078,60,20.76,-156.45,75.992,7.7
515,Tautira,40,PF,1551836587,62,-17.73,-149.15,87.80000000000001,3.1
516,San Andres,76,PH,1551836740,99,13.32,122.68,79.844,2.97
517,Conceicao do Araguaia,20,BR,1551837097,95,-8.26,-49.26,70.844,1.32
518,Honiara,76,SB,1551837097,76,-9.43,159.96,84.28999999999999,1.62
519,Annau,0,TM,1551834000,80,37.89,58.52,41.0,1.0
520,Eyl,92,SO,1551837098,100,7.98,49.82,76.334,6.02
521,Ondjiva,88,AO,1551837098,82,-17.07,15.73,67.964,4.67
522,Bogovarovo,88,RU,1551837098,96,58.98,47.02,34.34,3.77
523,Olinda,40,EC,1551836838,83,-2.03,-79.75,80.6,1.5
524,Ishinomaki,75,JP,1551834000,66,38.42,141.3,48.2,2.1
525,Kinna,90,SE,1551837005,92,57.51,12.69,37.004,2.1
526,Luanda,40,AO,1551834000,94,-8.83,13.24,75.2,2.1
527,Torrevieja,48,ES,1551837084,100,37.98,-0.68,59.0,1.0
528,Nanakuli,75,US,1551837049,64,21.39,-158.15,78.80000000000001,5.1
529,Grindavik,20,IS,1551836355,86,63.84,-22.43,26.6,4.6
530,Prince Rupert,1,CA,1551834000,30,54.32,-130.32,42.8,2.6
531,Waddan,0,LY,1551837100,72,29.16,16.14,34.394,1.22
532,Plettenberg Bay,0,ZA,1551837100,96,-34.05,23.37,67.19,0.57
533,Necochea,76,AR,1551836474,51,-38.55,-58.74,69.008,4.32
534,Cravo Norte,0,CO,1551837100,40,6.3,-70.2,88.214,4.62
535,Manzanillo,36,CU,1551836692,100,20.34,-77.12,79.574,4.57
536,Aripuana,0,BR,1551837101,89,-9.17,-60.63,77.27,1.32
537,Loralai,0,PK,1551837101,78,30.37,68.6,29.75,1.22
538,Gorontalo,56,ID,1551837084,53,0.54,123.06,89.384,1.17
539,Moussoro,0,TD,1551837101,23,13.64,16.49,71.294,4.67
540,Itapage,92,BR,1551837102,98,-3.69,-39.59,71.654,1.62
541,Yulara,0,AU,1551834000,32,-25.24,130.99,82.4,6.7
542,Shenzhen,75,CN,1551836923,88,22.54,114.05,71.6,3.0
543,Goderich,24,CA,1551837101,89,43.74,-81.71,15.997999999999998,3.67
544,Ouallam,0,NE,1551837102,27,14.32,2.08,61.25,2.57
545,Faya,40,SA,1551834000,82,18.39,42.45,55.400000000000006,2.6
546,Mackay,5,CA,1551834000,44,53.65,-115.58,21.2,3.6
547,Abu Kamal,24,SY,1551837103,81,34.45,40.92,41.45,1.52
548,Denizli,20,TR,1551833400,80,37.77,29.09,39.2,2.6
549,Pangai,20,TO,1551834000,70,-19.8,-174.35,84.2,7.2
550,Ahtopol,75,BG,1551836767,93,42.1,27.94,48.2,2.1
